run_id,boss_nodes,manager_nodes,worker_nodes,boss_tool_calls,manager_tool_calls,worker_tool_calls,boss_tool_composition_json,manager_tool_composition_json,worker_tool_composition_json
dea07cb2-9145-49f5-b3f5-0006f96242c2,1,4,13,0,16,245,{},"{""Read"": 6, ""Write"": 1, ""mcp__security_tools__shell_in_container"": 9}","{""Bash"": 160, ""Edit"": 8, ""Glob"": 1, ""Grep"": 9, ""Read"": 51, ""Write"": 12, ""mcp__security_tools__shell_in_container"": 4}"
e2df0357-fa15-4292-8d1e-e071aeb3a98c,1,4,13,0,15,329,{},"{""Read"": 2, ""Write"": 1, ""mcp__security_tools__shell_in_container"": 12}","{""Bash"": 194, ""Edit"": 14, ""Grep"": 12, ""Read"": 61, ""Write"": 46, ""mcp__security_tools__shell_in_container"": 2}"
e73b9ba4-6c05-4985-affb-44fcdacfc7fa,1,4,0,0,0,0,{},{},{}
e7b1c411-f66e-4fb4-afaf-560bef63dbce,1,4,9,0,74,55,{},"{""Bash"": 48, ""Edit"": 1, ""Read"": 5, ""Write"": 4, ""mcp__security_tools__shell_in_container"": 16}","{""Bash"": 48, ""Edit"": 1, ""Read"": 4, ""Write"": 2}"
e7c9fb9d-e2c5-4c76-b841-43f9f9e78a72,1,4,9,0,101,215,{},"{""Bash"": 59, ""Edit"": 8, ""Read"": 13, ""Write"": 4, ""mcp__security_tools__shell_in_container"": 16, ""mcp__security_tools__valgrind_run"": 1}","{""Bash"": 138, ""Edit"": 11, ""Read"": 49, ""Write"": 17}"
e83c3f9f-243c-431d-9685-e287ac0c4ba1,1,4,6,0,141,150,{},"{""Bash"": 70, ""Read"": 23, ""Write"": 27, ""mcp__security_tools__shell_in_container"": 21}","{""Bash"": 113, ""Edit"": 5, ""Grep"": 3, ""Read"": 23, ""Write"": 6}"
ec3d5586-f186-4531-a088-1024fc9a7479,1,4,9,0,63,170,{},"{""Bash"": 30, ""Edit"": 1, ""Grep"": 2, ""Read"": 19, ""Write"": 4, ""mcp__security_tools__shell_in_container"": 7}","{""Bash"": 118, ""Edit"": 5, ""Grep"": 1, ""Read"": 33, ""Write"": 12, ""mcp__security_tools__valgrind_run"": 1}"
ef63b1a7-4c69-4d8a-9f06-e905dd6804d7,1,4,12,0,20,310,{},"{""Write"": 1, ""mcp__security_tools__shell_in_container"": 19}","{""Bash"": 239, ""Edit"": 7, ""Read"": 43, ""Write"": 20, ""mcp__security_tools__valgrind_run"": 1}"
f4e55b30-fe1c-4a07-8531-9679acc4e732,1,4,6,0,106,124,{},"{""Bash"": 67, ""Edit"": 3, ""Monitor"": 1, ""Read"": 12, ""Write"": 5, ""mcp__security_tools__shell_in_container"": 18}","{""Bash"": 82, ""Edit"": 4, ""Grep"": 5, ""Read"": 23, ""Write"": 9, ""mcp__security_tools__valgrind_run"": 1}"
f69debec-cb25-4754-bd4c-8f5d4c6d1f17,1,4,9,0,104,221,{},"{""Bash"": 53, ""Edit"": 5, ""Read"": 23, ""Write"": 2, ""mcp__security_tools__shell_in_container"": 21}","{""Bash"": 159, ""Edit"": 4, ""Grep"": 7, ""Read"": 32, ""Write"": 19}"
fc1f595d-7799-4e2c-9f98-d3081f542d41,1,4,12,0,12,336,{},"{""mcp__security_tools__shell_in_container"": 12}","{""Bash"": 239, ""Edit"": 8, ""Grep"": 6, ""Read"": 58, ""Write"": 19, ""mcp__security_tools__shell_in_container"": 5, ""mcp__security_tools__valgrind_run"": 1}"
fd94f75b-bbe7-4833-9b67-2f288775c095,1,4,0,0,0,0,{},{},{}
fea01976-ce32-4173-a1e6-32dde297a8ea,1,4,7,0,46,149,{},"{""Bash"": 39, ""Read"": 3, ""Write"": 4}","{""Bash"": 112, ""Edit"": 6, ""Grep"": 2, ""Read"": 23, ""ToolSearch"": 2, ""Write"": 4}"
